message,author,timestamp,category,sentiment,keyword_mentioned,message_length
"I just found game! It was amazing.","Alice","2025-02-13 19:06:12","gaming",0.24,"game",34
"I just loved JavaScript! It was funny.","Alice","2025-02-13 19:06:17","tech",0.02,"JavaScript",38
"I just saw a meme! It was funny.","Eve","2025-02-13 19:06:22","humor",0.15,"meme",32
"I just tried travel! It was funny.","Eve","2025-02-13 19:06:27","travel",0.72,"travel",34
"I just saw an app! It was funny.","Charlie","2025-02-13 19:06:33","other",0.35,"other",32
"I just loved a meme! It was weird.","Bob","2025-02-13 19:06:38","humor",0.45,"meme",34
"I just saw an app! It was funny.","Eve","2025-02-13 19:06:43","other",0.79,"other",32
"I just loved travel! It was funny.","Eve","2025-02-13 19:06:48","travel",0.64,"travel",34
"I just saw an app! It was boring.","Charlie","2025-02-13 19:06:53","other",0.15,"other",33
"I just saw travel! It was amazing.","Eve","2025-02-13 19:06:58","travel",0.74,"travel",34
"I just found a movie! It was boring.","Eve","2025-02-13 19:07:03","entertainment",0.63,"movie",36
"I just found a movie! It was exciting.","Bob","2025-02-13 19:07:08","entertainment",0.36,"movie",38
"I just tried game! It was funny.","Alice","2025-02-13 19:07:13","gaming",0.89,"game",32
"I just tried a story! It was boring.","Eve","2025-02-13 19:07:18","other",0.08,"other",36
"I just loved recipe! It was funny.","Alice","2025-02-13 19:07:23","food",0.15,"recipe",34
"I just tried game! It was amazing.","Bob","2025-02-13 19:07:28","gaming",0.71,"game",34
"I just found JavaScript! It was exciting.","Charlie","2025-02-13 19:07:33","tech",0.43,"JavaScript",41
"I just shared a story! It was exciting.","Eve","2025-02-13 19:07:38","other",0.66,"other",39
"I just loved a trick! It was boring.","Bob","2025-02-13 19:07:43","other",0.42,"other",36
"I just loved a movie! It was boring.","Bob","2025-02-13 19:07:48","entertainment",0.96,"movie",36
"I just shared a trick! It was funny.","Eve","2025-02-13 19:07:53","other",0.38,"other",36
"I just tried a movie! It was amazing.","Eve","2025-02-13 19:07:58","entertainment",0.79,"movie",37
"I just saw an app! It was weird.","Charlie","2025-02-13 19:08:03","other",0.44,"other",32
"I just found a story! It was weird.","Alice","2025-02-13 19:08:08","other",0.67,"other",35
"I just saw a story! It was amazing.","Eve","2025-02-13 19:08:13","other",0.33,"other",35
"I just found an app! It was boring.","Charlie","2025-02-13 19:08:18","other",0.46,"other",35
"I just shared Python! It was amazing.","Charlie","2025-02-13 19:08:23","tech",0.21,"Python",37
"I just found game! It was weird.","Eve","2025-02-13 19:08:28","gaming",0.97,"game",32
"I just tried travel! It was funny.","Eve","2025-02-13 19:08:33","travel",0.35,"travel",34
"I just tried travel! It was boring.","Bob","2025-02-13 19:08:38","travel",0.65,"travel",35
"I just saw travel! It was amazing.","Bob","2025-02-13 19:08:43","travel",0.87,"travel",34
"I just found a trick! It was funny.","Alice","2025-02-13 19:08:48","other",0.02,"other",35
"I just saw Python! It was amazing.","Bob","2025-02-13 19:08:53","tech",0.88,"Python",34
"I just tried recipe! It was weird.","Charlie","2025-02-13 19:08:58","food",0.09,"recipe",34
"I just loved recipe! It was weird.","Bob","2025-02-13 19:09:03","food",0.52,"recipe",34
"I just found a trick! It was boring.","Bob","2025-02-13 19:09:08","other",0.02,"other",36
"I just saw Python! It was boring.","Charlie","2025-02-13 19:09:13","tech",0.41,"Python",33
"I just loved recipe! It was boring.","Charlie","2025-02-13 19:09:18","food",0.02,"recipe",35
"I just loved a trick! It was weird.","Bob","2025-02-13 19:09:23","other",0.44,"other",35
"I just shared recipe! It was exciting.","Eve","2025-02-13 19:09:28","food",0.97,"recipe",38
"I just shared Python! It was exciting.","Eve","2025-02-13 19:09:33","tech",0.11,"Python",38
"I just tried a meme! It was weird.","Charlie","2025-02-13 19:09:38","humor",0.08,"meme",34
"I just found a trick! It was amazing.","Alice","2025-02-13 19:09:43","other",0.72,"other",37
"I just tried an app! It was amazing.","Charlie","2025-02-13 19:09:48","other",0.05,"other",36
"I just saw an app! It was boring.","Bob","2025-02-13 19:09:53","other",0.69,"other",33
"I just tried a movie! It was funny.","Alice","2025-02-13 19:09:58","entertainment",0.35,"movie",35
"I just shared JavaScript! It was funny.","Alice","2025-02-13 19:10:03","tech",0.7,"JavaScript",39
"I just loved a story! It was boring.","Alice","2025-02-13 19:10:08","other",0.11,"other",36
"I just loved a trick! It was amazing.","Alice","2025-02-13 19:10:13","other",0.07,"other",37
"I just saw JavaScript! It was amazing.","Charlie","2025-02-13 19:10:18","tech",0.47,"JavaScript",38
"I just saw an app! It was boring.","Charlie","2025-02-13 19:10:23","other",0.8,"other",33
"I just tried travel! It was boring.","Charlie","2025-02-13 19:10:28","travel",0.77,"travel",35
"I just saw Python! It was exciting.","Bob","2025-02-13 19:10:33","tech",0.65,"Python",35
"I just shared an app! It was boring.","Alice","2025-02-13 19:10:38","other",0.74,"other",36
"I just saw travel! It was funny.","Charlie","2025-02-13 19:10:43","travel",0.65,"travel",32
"I just shared a movie! It was weird.","Bob","2025-02-13 19:10:48","entertainment",0.93,"movie",36
"I just loved a movie! It was exciting.","Eve","2025-02-13 19:10:53","entertainment",0.44,"movie",38
"I just shared travel! It was funny.","Charlie","2025-02-13 19:10:58","travel",0.36,"travel",35
"I just shared Python! It was amazing.","Alice","2025-02-13 19:11:03","tech",0.1,"Python",37
"I just loved an app! It was funny.","Charlie","2025-02-13 19:11:08","other",0.32,"other",34
"I just tried a trick! It was amazing.","Bob","2025-02-13 19:11:13","other",0.11,"other",37
"I just saw Python! It was weird.","Eve","2025-02-13 19:11:18","tech",0.59,"Python",32
"I just shared a story! It was exciting.","Bob","2025-02-13 19:11:23","other",0.72,"other",39
"I just saw recipe! It was weird.","Bob","2025-02-13 19:11:28","food",0.52,"recipe",32
"I just found a story! It was boring.","Alice","2025-02-13 19:11:33","other",0.5,"other",36
"I just loved JavaScript! It was amazing.","Alice","2025-02-13 19:11:38","tech",0.08,"JavaScript",40
"I just tried a story! It was weird.","Alice","2025-02-13 19:11:43","other",0.84,"other",35
"I just loved a trick! It was weird.","Charlie","2025-02-13 19:11:48","other",0.97,"other",35
"I just found recipe! It was amazing.","Charlie","2025-02-13 19:11:53","food",0.16,"recipe",36
"I just loved game! It was weird.","Bob","2025-02-13 19:11:58","gaming",0.06,"game",32
"I just loved a movie! It was weird.","Eve","2025-02-13 19:12:03","entertainment",0.35,"movie",35
"I just tried a trick! It was exciting.","Alice","2025-02-13 19:12:08","other",0.13,"other",38
"I just tried game! It was weird.","Alice","2025-02-13 19:12:13","gaming",0.55,"game",32
"I just saw a story! It was exciting.","Bob","2025-02-13 19:12:18","other",0.75,"other",36
"I just tried a movie! It was amazing.","Alice","2025-02-13 19:12:23","entertainment",0.5,"movie",37
"I just found recipe! It was amazing.","Bob","2025-02-13 19:12:28","food",0.81,"recipe",36
"I just shared JavaScript! It was weird.","Bob","2025-02-13 19:12:33","tech",0.07,"JavaScript",39
"I just saw a meme! It was funny.","Eve","2025-02-13 19:12:38","humor",0.08,"meme",32
"I just tried a trick! It was amazing.","Eve","2025-02-13 19:12:43","other",0.22,"other",37
"I just saw recipe! It was weird.","Eve","2025-02-13 19:12:48","food",0.3,"recipe",32
"I just loved a movie! It was exciting.","Alice","2025-02-13 19:12:53","entertainment",0.61,"movie",38
"I just tried a story! It was funny.","Bob","2025-02-13 19:12:58","other",0.45,"other",35
"I just tried JavaScript! It was weird.","Bob","2025-02-13 19:13:03","tech",0.59,"JavaScript",38
"I just loved recipe! It was boring.","Bob","2025-02-13 19:13:08","food",0.2,"recipe",35
"I just saw a movie! It was exciting.","Alice","2025-02-13 19:13:13","entertainment",0.6,"movie",36
"I just found Python! It was amazing.","Charlie","2025-02-13 19:13:18","tech",0.5,"Python",36
"I just shared game! It was amazing.","Eve","2025-02-13 19:13:23","gaming",0.71,"game",35
"I just shared JavaScript! It was boring.","Bob","2025-02-13 19:13:28","tech",0.9,"JavaScript",40
"I just found JavaScript! It was amazing.","Charlie","2025-02-13 19:13:33","tech",0.19,"JavaScript",40
"I just shared game! It was boring.","Charlie","2025-02-13 19:13:38","gaming",0.01,"game",34
"I just found recipe! It was exciting.","Bob","2025-02-13 19:13:43","food",0.74,"recipe",37
"I just found an app! It was amazing.","Alice","2025-02-13 19:13:48","other",0.67,"other",36
"I just found recipe! It was funny.","Eve","2025-02-13 19:13:53","food",0.69,"recipe",34
"I just saw a story! It was exciting.","Eve","2025-02-13 19:13:58","other",0.86,"other",36
"I just saw a trick! It was weird.","Eve","2025-02-13 19:14:03","other",0.88,"other",33
"I just loved travel! It was funny.","Alice","2025-02-13 19:14:08","travel",0.56,"travel",34
"I just saw a movie! It was boring.","Eve","2025-02-13 19:14:13","entertainment",0.24,"movie",34
"I just saw a trick! It was amazing.","Alice","2025-02-13 19:14:18","other",0.22,"other",35
"I just shared JavaScript! It was exciting.","Eve","2025-02-13 19:14:23","tech",0.39,"JavaScript",42
"I just loved recipe! It was weird.","Eve","2025-02-13 19:14:28","food",0.6,"recipe",34
"I just saw JavaScript! It was amazing.","Bob","2025-02-13 19:14:33","tech",0.92,"JavaScript",38
"I just tried recipe! It was amazing.","Bob","2025-02-13 19:14:38","food",0.78,"recipe",36
"I just found a story! It was funny.","Charlie","2025-02-13 19:14:43","other",0.77,"other",35
"I just saw a movie! It was funny.","Bob","2025-02-13 19:14:49","entertainment",0.33,"movie",33
"I just tried a meme! It was exciting.","Alice","2025-02-13 19:14:54","humor",0.94,"meme",37
"I just loved an app! It was funny.","Alice","2025-02-13 19:14:59","other",0.52,"other",34
"I just shared travel! It was exciting.","Charlie","2025-02-13 19:15:04","travel",0.76,"travel",38
"I just found recipe! It was weird.","Alice","2025-02-13 19:15:09","food",0.4,"recipe",34
"I just tried a trick! It was amazing.","Alice","2025-02-13 19:15:14","other",0.43,"other",37
"I just shared an app! It was boring.","Charlie","2025-02-13 19:15:19","other",0.46,"other",36
"I just tried travel! It was amazing.","Eve","2025-02-13 19:16:38","travel",0.05,"travel",36
"I just found an app! It was boring.","Eve","2025-02-13 19:16:43","other",0.57,"other",35
"I just found JavaScript! It was funny.","Bob","2025-02-13 19:16:48","tech",0.08,"JavaScript",38
"I just found JavaScript! It was funny.","Bob","2025-02-13 19:16:53","tech",0.22,"JavaScript",38
"I just saw an app! It was amazing.","Alice","2025-02-13 19:16:58","other",0.71,"other",34
"I just found an app! It was exciting.","Charlie","2025-02-13 19:17:03","other",0.19,"other",37
"I just found a story! It was weird.","Bob","2025-02-13 19:17:08","other",0.78,"other",35
"I just tried recipe! It was boring.","Eve","2025-02-13 19:17:13","food",0.25,"recipe",35
"I just loved game! It was weird.","Eve","2025-02-13 19:17:18","gaming",0.07,"game",32
"I just shared a meme! It was weird.","Eve","2025-02-13 19:17:23","humor",0.79,"meme",35
"I just tried travel! It was boring.","Bob","2025-02-13 19:17:28","travel",0.5,"travel",35
"I just tried an app! It was weird.","Eve","2025-02-13 19:17:33","other",0.11,"other",34
"I just shared JavaScript! It was amazing.","Charlie","2025-02-13 19:17:38","tech",0.12,"JavaScript",41
"I just saw recipe! It was weird.","Alice","2025-02-13 19:17:43","food",0.59,"recipe",32
"I just loved a trick! It was amazing.","Charlie","2025-02-13 19:17:48","other",0.89,"other",37
"I just saw a movie! It was boring.","Bob","2025-02-13 19:17:53","entertainment",0.58,"movie",34
"I just shared recipe! It was amazing.","Bob","2025-02-13 19:17:58","food",0.33,"recipe",37
"I just saw a story! It was weird.","Bob","2025-02-13 19:18:03","other",0.64,"other",33
"I just shared an app! It was exciting.","Bob","2025-02-13 19:18:08","other",0.59,"other",38
"I just saw Python! It was amazing.","Eve","2025-02-13 19:18:13","tech",0.63,"Python",34
"I just tried travel! It was exciting.","Eve","2025-02-13 19:18:18","travel",0.71,"travel",37
"I just tried game! It was boring.","Charlie","2025-02-13 19:18:24","gaming",0.22,"game",33
"I just shared JavaScript! It was exciting.","Alice","2025-02-13 19:18:29","tech",0.75,"JavaScript",42
"I just shared Python! It was funny.","Bob","2025-02-13 19:18:34","tech",0.43,"Python",35
"I just tried a story! It was funny.","Alice","2025-02-13 19:18:39","other",0.18,"other",35
"I just loved a trick! It was weird.","Bob","2025-02-13 19:18:44","other",0.38,"other",35
"I just saw recipe! It was exciting.","Charlie","2025-02-13 19:18:49","food",0.04,"recipe",35
"I just shared a trick! It was exciting.","Eve","2025-02-13 19:18:54","other",0.82,"other",39
"I just shared a movie! It was funny.","Eve","2025-02-13 19:18:59","entertainment",0.68,"movie",36
"I just tried travel! It was exciting.","Eve","2025-02-13 19:19:04","travel",0.87,"travel",37
"I just found game! It was weird.","Eve","2025-02-13 19:19:09","gaming",0.03,"game",32
"I just found JavaScript! It was exciting.","Bob","2025-02-13 19:19:14","tech",0.98,"JavaScript",41
"I just loved game! It was boring.","Bob","2025-02-13 19:19:19","gaming",0.9,"game",33
"I just tried an app! It was amazing.","Eve","2025-02-13 19:19:24","other",0.98,"other",36
"I just found a movie! It was amazing.","Alice","2025-02-13 19:19:29","entertainment",0.39,"movie",37
"I just loved Python! It was weird.","Eve","2025-02-13 19:19:34","tech",0.2,"Python",34
"I just loved a movie! It was exciting.","Eve","2025-02-13 19:19:39","entertainment",0.82,"movie",38
"I just loved game! It was funny.","Eve","2025-02-13 19:19:44","gaming",0.13,"game",32
"I just shared JavaScript! It was weird.","Charlie","2025-02-13 19:19:49","tech",0.92,"JavaScript",39
"I just loved Python! It was amazing.","Alice","2025-02-13 19:19:54","tech",0.59,"Python",36
"I just shared travel! It was weird.","Bob","2025-02-13 19:19:59","travel",0.76,"travel",35
"I just found a movie! It was funny.","Bob","2025-02-13 19:20:04","entertainment",0.09,"movie",35
"I just found JavaScript! It was exciting.","Eve","2025-02-13 19:20:09","tech",0.9,"JavaScript",41
"I just loved a story! It was exciting.","Bob","2025-02-13 19:20:14","other",0.86,"other",38
"I just saw a story! It was amazing.","Alice","2025-02-13 19:20:19","other",0.33,"other",35
"I just loved a movie! It was amazing.","Eve","2025-02-13 19:20:24","entertainment",0.73,"movie",37
"I just loved JavaScript! It was boring.","Charlie","2025-02-13 19:20:29","tech",0.08,"JavaScript",39
"I just found JavaScript! It was funny.","Alice","2025-02-13 19:20:34","tech",0.77,"JavaScript",38
"I just loved an app! It was exciting.","Bob","2025-02-13 19:20:39","other",0.79,"other",37
"I just shared an app! It was boring.","Bob","2025-02-13 19:20:44","other",0.92,"other",36
"I just saw a trick! It was weird.","Alice","2025-02-13 19:20:49","other",0.81,"other",33
"I just loved game! It was exciting.","Bob","2025-02-13 19:20:54","gaming",0.64,"game",35
"I just found JavaScript! It was weird.","Alice","2025-02-13 19:20:59","tech",0.07,"JavaScript",38
"I just loved a movie! It was exciting.","Alice","2025-02-13 19:21:04","entertainment",0.61,"movie",38
"I just tried JavaScript! It was exciting.","Charlie","2025-02-13 19:21:09","tech",0.95,"JavaScript",41
"I just saw a story! It was exciting.","Bob","2025-02-13 19:21:14","other",0.39,"other",36
"I just shared a movie! It was funny.","Bob","2025-02-13 19:21:19","entertainment",0.78,"movie",36
"I just found an app! It was funny.","Bob","2025-02-13 19:21:24","other",0.08,"other",34
"I just tried an app! It was weird.","Bob","2025-02-13 19:21:29","other",0.02,"other",34
"I just tried JavaScript! It was boring.","Bob","2025-02-13 19:21:34","tech",0.1,"JavaScript",39
"I just tried a trick! It was weird.","Charlie","2025-02-13 19:21:39","other",0.96,"other",35
"I just found recipe! It was amazing.","Charlie","2025-02-13 19:21:44","food",0.56,"recipe",36
"I just saw a movie! It was boring.","Charlie","2025-02-13 19:21:49","entertainment",0.32,"movie",34
"I just loved a meme! It was weird.","Eve","2025-02-13 19:21:54","humor",0.3,"meme",34
"I just loved travel! It was funny.","Alice","2025-02-13 19:21:59","travel",0.25,"travel",34
"I just found a trick! It was amazing.","Bob","2025-02-13 19:22:04","other",0.81,"other",37
"I just saw a story! It was funny.","Charlie","2025-02-13 19:22:09","other",0.8,"other",33
"I just tried game! It was weird.","Alice","2025-02-13 19:22:14","gaming",0.57,"game",32
"I just saw an app! It was weird.","Bob","2025-02-13 19:22:19","other",0.82,"other",32
"I just found an app! It was boring.","Bob","2025-02-13 19:22:24","other",0.03,"other",35
"I just found a story! It was weird.","Alice","2025-02-13 19:22:29","other",0.04,"other",35
"I just found a meme! It was boring.","Bob","2025-02-13 19:22:34","humor",0.83,"meme",35
"I just found game! It was weird.","Bob","2025-02-13 19:22:39","gaming",0.5,"game",32
"I just tried travel! It was funny.","Charlie","2025-02-13 19:22:44","travel",0.31,"travel",34
"I just shared recipe! It was amazing.","Alice","2025-02-13 19:22:49","food",0.42,"recipe",37
"I just found a meme! It was exciting.","Bob","2025-02-13 19:22:54","humor",0.25,"meme",37
"I just tried travel! It was boring.","Alice","2025-02-13 19:22:59","travel",0.51,"travel",35
"I just found Python! It was boring.","Alice","2025-02-13 19:23:04","tech",0.72,"Python",35
"I just shared Python! It was funny.","Charlie","2025-02-13 19:23:09","tech",0.57,"Python",35
"I just loved JavaScript! It was amazing.","Alice","2025-02-13 19:23:14","tech",0.75,"JavaScript",40
"I just found a trick! It was funny.","Alice","2025-02-13 19:23:19","other",0.46,"other",35
"I just found JavaScript! It was exciting.","Bob","2025-02-13 19:23:24","tech",0.93,"JavaScript",41
"I just tried JavaScript! It was amazing.","Bob","2025-02-13 19:23:29","tech",0.24,"JavaScript",40
"I just shared an app! It was weird.","Bob","2025-02-13 19:23:34","other",0.83,"other",35
"I just saw game! It was weird.","Alice","2025-02-13 19:23:39","gaming",0.85,"game",30
"I just saw travel! It was exciting.","Bob","2025-02-13 19:23:44","travel",0.15,"travel",35
"I just shared a meme! It was amazing.","Bob","2025-02-13 19:23:49","humor",0.28,"meme",37
"I just tried JavaScript! It was exciting.","Eve","2025-02-13 19:23:54","tech",0.6,"JavaScript",41
"I just found an app! It was funny.","Charlie","2025-02-13 19:23:59","other",0.92,"other",34
"I just loved game! It was exciting.","Bob","2025-02-13 19:24:04","gaming",0.79,"game",35
"I just found a movie! It was weird.","Bob","2025-02-13 19:24:09","entertainment",0.17,"movie",35
"I just saw travel! It was funny.","Eve","2025-02-13 19:24:14","travel",0.21,"travel",32
"I just shared a meme! It was boring.","Charlie","2025-02-13 19:24:19","humor",0.91,"meme",36
"I just tried Python! It was boring.","Alice","2025-02-13 19:24:24","tech",0.12,"Python",35
"I just loved JavaScript! It was boring.","Alice","2025-02-13 19:24:29","tech",0.93,"JavaScript",39
"I just saw game! It was boring.","Eve","2025-02-13 19:24:34","gaming",0.84,"game",31
"I just saw game! It was amazing.","Charlie","2025-02-13 19:24:39","gaming",0.89,"game",32
"I just tried travel! It was exciting.","Bob","2025-02-13 19:24:44","travel",0.85,"travel",37
"I just saw a movie! It was funny.","Eve","2025-02-13 19:24:49","entertainment",0.54,"movie",33
"I just found Python! It was funny.","Alice","2025-02-13 19:24:54","tech",0.55,"Python",34
"I just saw JavaScript! It was amazing.","Alice","2025-02-13 19:24:59","tech",0.66,"JavaScript",38
"I just saw game! It was amazing.","Bob","2025-02-13 19:25:04","gaming",0.27,"game",32
"I just saw an app! It was weird.","Charlie","2025-02-13 19:25:09","other",0.45,"other",32
"I just saw an app! It was exciting.","Bob","2025-02-13 19:25:19","other",0.11,"other",35
"I just tried a meme! It was boring.","Alice","2025-02-13 19:25:24","humor",0.51,"meme",35
"I just saw a meme! It was exciting.","Bob","2025-02-13 19:25:29","humor",0.26,"meme",35
"I just tried game! It was exciting.","Charlie","2025-02-13 19:25:34","gaming",0.07,"game",35
"I just tried a story! It was amazing.","Bob","2025-02-13 19:25:39","other",0.07,"other",37
"I just shared recipe! It was weird.","Bob","2025-02-13 19:25:44","food",0.88,"recipe",35
"I just found a trick! It was boring.","Charlie","2025-02-13 19:25:49","other",0.55,"other",36
"I just tried a trick! It was amazing.","Bob","2025-02-13 19:25:54","other",0.36,"other",37
"I just loved Python! It was boring.","Bob","2025-02-13 19:25:59","tech",0.41,"Python",35
"I just tried a trick! It was funny.","Charlie","2025-02-13 19:26:04","other",0.05,"other",35
"I just saw Python! It was boring.","Bob","2025-02-13 19:26:09","tech",0.62,"Python",33
"I just found a story! It was amazing.","Bob","2025-02-13 19:26:14","other",0.92,"other",37
"I just saw recipe! It was weird.","Charlie","2025-02-13 19:26:19","food",0.06,"recipe",32
"I just found a meme! It was amazing.","Charlie","2025-02-13 19:26:24","humor",0.52,"meme",36
"I just loved JavaScript! It was weird.","Charlie","2025-02-13 19:26:29","tech",0.7,"JavaScript",38
"I just tried a trick! It was funny.","Eve","2025-02-13 19:26:34","other",0.03,"other",35
"I just shared a story! It was boring.","Alice","2025-02-13 19:26:39","other",0.44,"other",37
"I just tried Python! It was boring.","Eve","2025-02-13 19:26:44","tech",0.08,"Python",35
"I just loved a movie! It was exciting.","Charlie","2025-02-13 19:26:49","entertainment",0.85,"movie",38
"I just shared a meme! It was boring.","Alice","2025-02-13 19:26:54","humor",0.48,"meme",36
"I just loved travel! It was weird.","Charlie","2025-02-13 19:26:59","travel",0.83,"travel",34
"I just loved an app! It was weird.","Alice","2025-02-13 19:27:04","other",0.54,"other",34
"I just found an app! It was exciting.","Eve","2025-02-13 19:27:09","other",0.87,"other",37
"I just tried a trick! It was amazing.","Charlie","2025-02-13 19:27:14","other",0.48,"other",37
"I just saw a trick! It was exciting.","Alice","2025-02-13 19:27:19","other",0.58,"other",36
"I just saw a trick! It was amazing.","Bob","2025-02-13 19:27:25","other",0.9,"other",35
"I just tried a story! It was exciting.","Eve","2025-02-13 19:27:30","other",0.06,"other",38
"I just tried a movie! It was amazing.","Charlie","2025-02-13 19:27:35","entertainment",0.82,"movie",37
"I just found JavaScript! It was funny.","Bob","2025-02-13 19:27:40","tech",0.96,"JavaScript",38
"I just found Python! It was boring.","Eve","2025-02-13 19:27:45","tech",0.29,"Python",35
"I just tried Python! It was funny.","Bob","2025-02-13 19:27:50","tech",0.53,"Python",34
"I just found JavaScript! It was exciting.","Bob","2025-02-13 19:27:55","tech",0.95,"JavaScript",41
"I just loved recipe! It was amazing.","Charlie","2025-02-13 19:28:00","food",0.47,"recipe",36
"I just found a story! It was amazing.","Charlie","2025-02-13 19:28:05","other",0.68,"other",37
"I just found JavaScript! It was funny.","Bob","2025-02-13 19:28:10","tech",0.28,"JavaScript",38
"I just saw recipe! It was exciting.","Bob","2025-02-13 19:28:20","food",0.43,"recipe",35
"I just loved an app! It was exciting.","Eve","2025-02-13 19:28:25","other",0.6,"other",37
"I just loved a trick! It was boring.","Eve","2025-02-13 19:28:30","other",0.99,"other",36
"I just loved a trick! It was funny.","Eve","2025-02-13 19:28:35","other",0.37,"other",35
"I just found recipe! It was amazing.","Eve","2025-02-13 19:28:40","food",0.96,"recipe",36
"I just loved Python! It was amazing.","Bob","2025-02-13 19:28:45","tech",0.51,"Python",36
"I just shared a meme! It was funny.","Charlie","2025-02-13 19:28:50","humor",0.87,"meme",35
"I just tried travel! It was amazing.","Alice","2025-02-13 19:28:55","travel",0.91,"travel",36
"I just found a meme! It was amazing.","Charlie","2025-02-13 19:29:00","humor",0.74,"meme",36
"I just found travel! It was boring.","Bob","2025-02-13 19:29:05","travel",0.29,"travel",35
"I just saw a movie! It was amazing.","Eve","2025-02-13 19:29:10","entertainment",0.02,"movie",35
"I just loved Python! It was exciting.","Bob","2025-02-13 19:29:15","tech",0.8,"Python",37
"I just found game! It was amazing.","Alice","2025-02-13 19:29:20","gaming",0.6,"game",34
"I just saw a movie! It was weird.","Eve","2025-02-13 19:29:25","entertainment",0.77,"movie",33
"I just loved a movie! It was boring.","Charlie","2025-02-13 19:29:30","entertainment",0.51,"movie",36
"I just tried Python! It was boring.","Eve","2025-02-13 19:29:35","tech",0.61,"Python",35
"I just shared travel! It was exciting.","Charlie","2025-02-13 19:29:40","travel",0.9,"travel",38
"I just found travel! It was exciting.","Eve","2025-02-13 19:29:45","travel",0.08,"travel",37
"I just found a meme! It was boring.","Bob","2025-02-13 19:29:50","humor",0.31,"meme",35
"I just shared an app! It was amazing.","Alice","2025-02-13 19:29:55","other",0.13,"other",37
"I just found game! It was weird.","Charlie","2025-02-13 19:30:00","gaming",0.31,"game",32
"I just saw a story! It was amazing.","Eve","2025-02-13 19:30:05","other",0.22,"other",35
"I just found Python! It was exciting.","Alice","2025-02-13 19:30:10","tech",0.57,"Python",37
"I just tried JavaScript! It was weird.","Eve","2025-02-13 19:30:15","tech",0.05,"JavaScript",38
"I just shared recipe! It was exciting.","Eve","2025-02-13 19:30:20","food",0.42,"recipe",38
"I just shared a story! It was amazing.","Alice","2025-02-13 19:30:25","other",0.41,"other",38
"I just saw an app! It was exciting.","Alice","2025-02-13 19:30:30","other",0.1,"other",35
"I just saw game! It was exciting.","Charlie","2025-02-13 19:30:35","gaming",0.52,"game",33
"I just loved travel! It was amazing.","Bob","2025-02-13 19:30:40","travel",0.18,"travel",36
"I just tried a meme! It was boring.","Alice","2025-02-13 19:30:45","humor",0.35,"meme",35
"I just loved a meme! It was exciting.","Charlie","2025-02-13 19:30:50","humor",0.31,"meme",37
"I just tried recipe! It was funny.","Alice","2025-02-13 19:30:55","food",0.13,"recipe",34
"I just loved a meme! It was exciting.","Charlie","2025-02-13 19:31:00","humor",0.46,"meme",37
"I just found an app! It was weird.","Eve","2025-02-13 19:31:05","other",0.29,"other",34
"I just found Python! It was weird.","Eve","2025-02-13 19:31:10","tech",0.74,"Python",34
"I just saw a story! It was boring.","Charlie","2025-02-13 19:31:15","other",0.16,"other",34
"I just saw a story! It was boring.","Bob","2025-02-13 19:31:20","other",0.81,"other",34
"I just tried a trick! It was funny.","Bob","2025-02-13 19:31:25","other",0.16,"other",35
"I just tried recipe! It was boring.","Eve","2025-02-13 19:31:30","food",0.76,"recipe",35
"I just shared a movie! It was boring.","Alice","2025-02-13 19:31:35","entertainment",0.33,"movie",37
"I just found a meme! It was amazing.","Eve","2025-02-13 19:31:40","humor",0.17,"meme",36
"I just tried a story! It was amazing.","Alice","2025-02-13 19:31:45","other",0.76,"other",37
"I just tried recipe! It was boring.","Charlie","2025-02-13 19:31:50","food",0.85,"recipe",35
"I just saw a movie! It was exciting.","Alice","2025-02-13 19:31:55","entertainment",0.11,"movie",36
"I just tried a meme! It was exciting.","Charlie","2025-02-13 19:32:00","humor",0.26,"meme",37
"I just saw recipe! It was exciting.","Eve","2025-02-13 19:32:05","food",0.3,"recipe",35
"I just tried game! It was boring.","Charlie","2025-02-13 19:32:10","gaming",0.95,"game",33
"I just saw Python! It was exciting.","Eve","2025-02-13 19:32:15","tech",0.66,"Python",35
"I just shared a movie! It was boring.","Bob","2025-02-13 19:32:20","entertainment",0.1,"movie",37
"I just saw a movie! It was amazing.","Alice","2025-02-13 19:32:25","entertainment",0.46,"movie",35
"I just tried game! It was funny.","Bob","2025-02-13 19:32:30","gaming",0.75,"game",32
"I just loved travel! It was boring.","Charlie","2025-02-13 19:32:35","travel",0.6,"travel",35
"I just tried a story! It was boring.","Charlie","2025-02-13 19:32:40","other",0.74,"other",36
"I just found a movie! It was exciting.","Charlie","2025-02-13 19:32:45","entertainment",0.41,"movie",38
"I just saw game! It was boring.","Alice","2025-02-13 19:32:50","gaming",0.3,"game",31
"I just loved a meme! It was funny.","Eve","2025-02-13 19:32:55","humor",0.7,"meme",34
"I just shared travel! It was exciting.","Bob","2025-02-13 19:33:00","travel",0.61,"travel",38
"I just shared a trick! It was exciting.","Eve","2025-02-13 19:33:05","other",0.48,"other",39
"I just found a meme! It was boring.","Eve","2025-02-13 19:33:10","humor",0.86,"meme",35
"I just tried a trick! It was weird.","Eve","2025-02-13 19:33:15","other",0.09,"other",35
"I just saw an app! It was weird.","Eve","2025-02-13 19:33:21","other",0.69,"other",32
"I just saw a movie! It was boring.","Alice","2025-02-13 19:33:26","entertainment",0.89,"movie",34
